business_id,text,category,detected_domain,allowed_domains,is_allowed
M001,Premium transport services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest books collection,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B003,Discover study and tutorial today,education,education,education,1
M001,Just launched our new daily needs range,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Premium drug services available,drugs,drugs,"food,grocery",0
M001,Just launched our new journal range,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,New arrival: Latest sports collection,sports,sports,"beauty,fashion,sports",1
M004,Looking for restaurant? We've got you covered,food,food,"food,grocery",1
M007,Premium tour services available,travel,travel,"entertainment,travel",1
B014,New arrival: Latest grooming collection,beauty,beauty,beauty,1
M002,Exclusive groceries deals - limited time offer,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M008,Best fashion ever!,fashion,fashion,"beauty,fashion,health",1
B002,Shop now for premium coding at great prices,tech,tech,tech,1
M007,Looking for flight? We've got you covered,travel,travel,"entertainment,travel",1
M005,Best supermarket ever!,grocery,grocery,"food,grocery",1
B009,Shop now for premium buy at great prices,real_estate,real_estate,real_estate,1
B008,Looking for drive? We've got you covered,automotive,automotive,automotive,1
M006,Shop now for premium media at great prices,entertainment,entertainment,"entertainment,travel",1
M002,Amazing grooming! Perfect for fragrance needs,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B012,Order holiday online now,travel,travel,travel,1
B010,Discover movie and concert today,entertainment,entertainment,entertainment,1
B003,Discover training and training today,education,education,education,1
M001,Looking for trend? We've got you covered,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,New arrival: Latest makeup collection,beauty,beauty,"beauty,fashion,health",1
B009,Premium buy services available,real_estate,real_estate,real_estate,1
B002,Amazing coding! Perfect for computer needs,tech,tech,tech,1
M008,Just launched our new hospital range,health,health,"beauty,fashion,health",1
M001,Discover literature and books today,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Premium dish services available,food,food,"food,grocery",1
M002,Just launched our new outdoor range,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Just launched our new recipe range,food,food,"food,grocery",1
B012,Shop now for premium tour at great prices,travel,travel,travel,1
M008,Discover hospital and medical today,health,health,"beauty,fashion,health",1
B009,Looking for apartment? We've got you covered,real_estate,real_estate,real_estate,1
B008,Best auto ever!,automotive,automotive,automotive,1
B009,New arrival: Latest buy collection,real_estate,real_estate,real_estate,1
B005,Just launched our new loan range,finance,finance,finance,1
B015,Discover fitness equipment and team sports today,sports,sports,sports,1
B002,Exclusive computer deals - limited time offer,tech,tech,tech,1
B010,Just launched our new gaming range,entertainment,entertainment,entertainment,1
M001,Exclusive camera deals - limited time offer,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Shop now for premium music at great prices,entertainment,entertainment,"entertainment,travel",1
B010,Discover art and streaming today,entertainment,entertainment,entertainment,1
M003,Just launched our new gym range,sports,sports,"beauty,fashion,sports",1
M008,New arrival: Latest fitness collection,health,health,"beauty,fashion,health",1
B009,Looking for apartment? We've got you covered,real_estate,real_estate,real_estate,1
M002,Shop now for premium road at great prices,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,New arrival: Latest magazine collection,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Just launched our new fitness equipment range,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Amazing credit! Perfect for insurance needs,finance,finance,finance,1
M001,Order transport online now,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B015,Amazing athletic! Perfect for outdoor needs,sports,sports,sports,1
B002,Exclusive code deals - limited time offer,tech,tech,tech,1
B011,Looking for reading? We've got you covered,books,books,books,1
B009,Order house online now,real_estate,real_estate,real_estate,1
M002,Shop now for premium fragrance at great prices,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Discover vehicle and auto today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B006,Discover xxx and sexual today,adult_content,adult_content,fashion,0
M005,Exclusive meal deals - limited time offer,food,food,"food,grocery",1
M001,Amazing machine learning! Perfect for AI needs,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Amazing publication! Perfect for author needs,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Looking for school? We've got you covered,education,education,education,1
M002,Just launched our new mobile range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Premium drive services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B012,Just launched our new tour range,travel,travel,travel,1
B003,Just launched our new teach range,education,education,education,1
M004,Order cooking online now,food,food,"food,grocery",1
B006,Premium fashion services available,fashion,fashion,fashion,1
B005,Just launched our new loan range,finance,finance,finance,1
M004,Premium daily needs services available,grocery,grocery,"food,grocery",1
B057,Amazing study! Perfect for skills needs,education,education,education,1
B057,Order training online now,education,education,education,1
M008,Just launched our new hospital range,health,health,"beauty,fashion,health",1
M007,Best movie ever!,entertainment,entertainment,"entertainment,travel",1
M006,Amazing streaming! Perfect for music needs,entertainment,entertainment,"entertainment,travel",1
M002,Looking for salon? We've got you covered,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B003,Exclusive university deals - limited time offer,education,education,education,1
M001,Premium AI services available,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Discover banking and insurance today,finance,finance,finance,1
M001,Amazing accessories! Perfect for trend needs,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Discover finance and wealth today,finance,finance,finance,1
M008,Best beauty ever!,beauty,beauty,"beauty,fashion,health",1
M005,Discover household and organic today,grocery,grocery,"food,grocery",1
B007,Best tablet ever!,electronics,electronics,electronics,1
B012,Order holiday online now,travel,travel,travel,1
B010,Shop now for premium art at great prices,entertainment,entertainment,entertainment,1
M002,Order library online now,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Best accessories ever!,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Just launched our new novel range,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B006,Just launched our new dress range,fashion,fashion,fashion,1
M002,Best household ever!,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B008,Premium drive services available,automotive,automotive,automotive,1
M007,Exclusive music deals - limited time offer,entertainment,entertainment,"entertainment,travel",1
B008,Shop now for premium motor at great prices,automotive,automotive,automotive,1
M005,Discover dining and dish today,food,food,"food,grocery",1
M001,Premium mobile services available,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Just launched our new gaming range,entertainment,entertainment,"entertainment,travel",1
M008,Shop now for premium health at great prices,health,health,"beauty,fashion,health",1
B057,Premium university services available,education,education,education,1
B011,Amazing journal! Perfect for author needs,books,books,books,1
B057,Amazing study! Perfect for course needs,education,education,education,1
M001,Just launched our new supermarket range,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Shop now for premium outfit at great prices,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Just launched our new wear range,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M007,New arrival: Latest tourism collection,travel,travel,"entertainment,travel",1
M002,Order phone online now,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B057,Premium training services available,education,education,education,1
B008,Premium drive services available,automotive,automotive,automotive,1
M001,Discover porn and sexual today,adult_content,adult_content,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",0
B012,New arrival: Latest flight collection,travel,travel,travel,1
M001,Just launched our new device range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Best journal ever!,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Looking for vehicle? We've got you covered,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B002,Discover AI and software today,tech,tech,tech,1
B008,Discover drive and drive today,automotive,automotive,automotive,1
M003,Amazing athletic! Perfect for sports needs,sports,sports,"beauty,fashion,sports",1
M001,Discover athletic and athletic today,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Order course online now,education,education,education,1
M002,Looking for electronic? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B057,Order course online now,education,education,education,1
M003,New arrival: Latest grooming collection,beauty,beauty,"beauty,fashion,sports",1
B007,Looking for device? We've got you covered,electronics,electronics,electronics,1
M005,Exclusive meal deals - limited time offer,food,food,"food,grocery",1
B003,Discover tablet and phone today,electronics,electronics,education,0
B003,Premium study services available,education,education,education,1
B057,Shop now for premium training at great prices,education,education,education,1
B003,Premium training services available,education,education,education,1
M004,Best recipe ever!,food,food,"food,grocery",1
M007,Amazing booking! Perfect for resort needs,travel,travel,"entertainment,travel",1
B001,New arrival: Latest dish collection,food,food,food,1
B007,Premium cocaine services available,drugs,drugs,electronics,0
M001,Discover author and novel today,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,New arrival: Latest land collection,real_estate,real_estate,real_estate,1
M008,New arrival: Latest haircare collection,beauty,beauty,"beauty,fashion,health",1
M001,Shop now for premium vegetables at great prices,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Just launched our new house range,real_estate,real_estate,real_estate,1
M004,Shop now for premium dining at great prices,food,food,"food,grocery",1
M001,Discover smart and tablet today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Looking for loan? We've got you covered,finance,finance,finance,1
B014,Order fragrance online now,beauty,beauty,beauty,1
M002,Discover library and reading today,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B005,Just launched our new care range,health,health,finance,0
M002,Exclusive mobile deals - limited time offer,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Just launched our new flat range,real_estate,real_estate,real_estate,1
B005,Discover credit and banking today,finance,finance,finance,1
M003,Discover dress and clothing today,fashion,fashion,"beauty,fashion,sports",1
M001,New arrival: Latest vegetables collection,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B012,Amazing flight! Perfect for destination needs,travel,travel,travel,1
B003,Just launched our new skills range,education,education,education,1
M008,Shop now for premium pharmacy at great prices,health,health,"beauty,fashion,health",1
M008,Looking for health? We've got you covered,health,health,"beauty,fashion,health",1
M008,Just launched our new salon range,beauty,beauty,"beauty,fashion,health",1
M007,Shop now for premium show at great prices,entertainment,entertainment,"entertainment,travel",1
M008,Just launched our new spa range,beauty,beauty,"beauty,fashion,health",1
M001,Exclusive TV deals - limited time offer,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,Amazing fitness! Perfect for medicine needs,health,health,health,1
M005,Premium recipe services available,food,food,"food,grocery",1
B005,Order credit online now,finance,finance,finance,1
M006,Exclusive booking deals - limited time offer,travel,travel,"entertainment,travel",1
B010,Exclusive streaming deals - limited time offer,entertainment,entertainment,entertainment,1
M002,Exclusive fruits deals - limited time offer,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B012,Premium travel services available,travel,travel,travel,1
M007,New arrival: Latest show collection,entertainment,entertainment,"entertainment,travel",1
M002,Just launched our new clothing range,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B014,Discover beauty and haircare today,beauty,beauty,beauty,1
B057,Premium training services available,education,education,education,1
B008,Premium auto services available,automotive,automotive,automotive,1
M008,Shop now for premium medicine at great prices,health,health,"beauty,fashion,health",1
M002,Looking for supermarket? We've got you covered,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B010,Exclusive weapon deals - limited time offer,weapons,weapons,entertainment,0
B004,Discover hospital and fitness today,health,health,health,1
B057,Order study online now,education,education,education,1
M007,Amazing laptop! Perfect for mobile needs,electronics,electronics,"entertainment,travel",0
M002,Exclusive novel deals - limited time offer,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B002,Order app online now,tech,tech,tech,1
M001,Shop now for premium accessories at great prices,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Amazing dining! Perfect for grocery needs,food,food,"food,grocery",1
B007,Best explicit ever!,adult_content,adult_content,electronics,0
M005,Looking for essentials? We've got you covered,grocery,grocery,"food,grocery",1
M005,Order cooking online now,food,food,"food,grocery",1
B057,Discover university and study today,education,education,education,1
M002,Amazing organic! Perfect for organic needs,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B003,Shop now for premium school at great prices,education,education,education,1
M006,Amazing concert! Perfect for streaming needs,entertainment,entertainment,"entertainment,travel",1
M006,Shop now for premium concert at great prices,entertainment,entertainment,"entertainment,travel",1
B004,Exclusive treatment deals - limited time offer,health,health,health,1
B012,Just launched our new hotel range,travel,travel,travel,1
B008,Order road online now,automotive,automotive,automotive,1
B005,Looking for money? We've got you covered,finance,finance,finance,1
M001,Exclusive road deals - limited time offer,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Exclusive gamble deals - limited time offer,gambling,gambling,"beauty,fashion,health",0
M003,Premium workout services available,sports,sports,"beauty,fashion,sports",1
M002,New arrival: Latest literature collection,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,New arrival: Latest technology collection,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Shop now for premium fitness equipment at great prices,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B002,Best coding ever!,tech,tech,tech,1
B005,Order insurance online now,finance,finance,finance,1
B002,Amazing code! Perfect for machine learning needs,tech,tech,tech,1
M006,Just launched our new travel range,travel,travel,"entertainment,travel",1
M008,Order fitness online now,health,health,"beauty,fashion,health",1
B057,New arrival: Latest training collection,education,education,education,1
B010,Looking for concert? We've got you covered,entertainment,entertainment,entertainment,1
B004,Order fitness online now,health,health,health,1
B011,Discover pistol and explosive today,weapons,weapons,books,0
M002,New arrival: Latest smart collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Looking for TV? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B002,New arrival: Latest coding collection,tech,tech,tech,1
M008,Discover fitness and medicine today,health,health,"beauty,fashion,health",1
B005,Order savings online now,finance,finance,finance,1
M003,Order cocaine online now,drugs,drugs,"beauty,fashion,sports",0
B004,Best care ever!,health,health,health,1
M008,Looking for treatment? We've got you covered,health,health,"beauty,fashion,health",1
B003,Exclusive learning deals - limited time offer,education,education,education,1
B005,Looking for finance? We've got you covered,finance,finance,finance,1
M001,Exclusive gym deals - limited time offer,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Best device ever!,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B001,Amazing pizza! Perfect for restaurant needs,food,food,food,1
B004,Premium treatment services available,health,health,health,1
M002,Best salon ever!,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,New arrival: Latest computer collection,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,Best care ever!,health,health,health,1
M002,Discover tablet and mobile today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B006,New arrival: Latest style collection,fashion,fashion,fashion,1
M008,Best spa ever!,beauty,beauty,"beauty,fashion,health",1
M002,Best motor ever!,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Exclusive clothing deals - limited time offer,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Amazing wear! Perfect for fashion needs,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B002,Shop now for premium technology at great prices,tech,tech,tech,1
M007,Shop now for premium art at great prices,entertainment,entertainment,"entertainment,travel",1
B004,Discover medicine and treatment today,health,health,health,1
M003,Looking for wear? We've got you covered,fashion,fashion,"beauty,fashion,sports",1
B007,Premium TV services available,electronics,electronics,electronics,1
B002,Order code online now,tech,tech,tech,1
B004,New arrival: Latest medical collection,health,health,health,1
M002,Best salon ever!,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B015,Premium sports services available,sports,sports,sports,1
M002,Shop now for premium engine at great prices,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B008,Looking for adult? We've got you covered,adult_content,adult_content,automotive,0
M002,Discover spa and beauty today,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B014,Order fragrance online now,beauty,beauty,beauty,1
M008,Exclusive finance deals - limited time offer,finance,finance,"beauty,fashion,health",0
M004,New arrival: Latest cuisine collection,food,food,"food,grocery",1
B010,Just launched our new concert range,entertainment,entertainment,entertainment,1
B003,Amazing course! Perfect for training needs,education,education,education,1
M003,Shop now for premium workout at great prices,sports,sports,"beauty,fashion,sports",1
B003,Premium skills services available,education,education,education,1
B006,Premium betting services available,gambling,gambling,fashion,0
B009,Looking for buy? We've got you covered,real_estate,real_estate,real_estate,1
B004,New arrival: Latest hospital collection,health,health,health,1
M002,Looking for device? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Looking for TV? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Discover pizza and cuisine today,food,food,"food,grocery",1
M001,Best grooming ever!,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Amazing home! Perfect for rent needs,real_estate,real_estate,real_estate,1
M001,New arrival: Latest jewelry collection,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Amazing dress! Perfect for apparel needs,fashion,fashion,"beauty,fashion,sports",1
M006,New arrival: Latest booking collection,travel,travel,"entertainment,travel",1
B008,Looking for hotel? We've got you covered,travel,travel,automotive,0
M005,Order essentials online now,grocery,grocery,"food,grocery",1
M003,Just launched our new outfit range,fashion,fashion,"beauty,fashion,sports",1
M001,Just launched our new computer range,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Exclusive team sports deals - limited time offer,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B001,Just launched our new mature range,adult_content,adult_content,food,0
M008,Premium haircare services available,beauty,beauty,"beauty,fashion,health",1
M003,Exclusive explicit deals - limited time offer,adult_content,adult_content,"beauty,fashion,sports",0
M007,Premium tourism services available,travel,travel,"entertainment,travel",1
M008,Looking for medicine? We've got you covered,health,health,"beauty,fashion,health",1
M001,Shop now for premium fitness equipment at great prices,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B003,Amazing school! Perfect for university needs,education,education,education,1
M008,Order haircare online now,beauty,beauty,"beauty,fashion,health",1
M003,Just launched our new gym range,sports,sports,"beauty,fashion,sports",1
B015,Amazing fitness equipment! Perfect for exercise needs,sports,sports,sports,1
B004,Amazing wellness! Perfect for treatment needs,health,health,health,1
B007,Exclusive smart deals - limited time offer,electronics,electronics,electronics,1
M004,Best dining ever!,food,food,"food,grocery",1
M002,Just launched our new engine range,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Premium house services available,real_estate,real_estate,real_estate,1
B001,New arrival: Latest cuisine collection,food,food,food,1
M001,Best camera ever!,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B011,Just launched our new novel range,books,books,books,1
M001,Exclusive team sports deals - limited time offer,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B006,Discover pill and weed today,drugs,drugs,fashion,0
B003,Just launched our new teach range,education,education,education,1
M003,Discover workout and fitness equipment today,sports,sports,"beauty,fashion,sports",1
B002,Exclusive software deals - limited time offer,tech,tech,tech,1
M007,Exclusive gaming deals - limited time offer,entertainment,entertainment,"entertainment,travel",1
M006,Best gaming ever!,entertainment,entertainment,"entertainment,travel",1
B005,Exclusive wealth deals - limited time offer,finance,finance,finance,1
M006,Premium performance services available,entertainment,entertainment,"entertainment,travel",1
B005,Shop now for premium loan at great prices,finance,finance,finance,1
B015,Just launched our new athletic range,sports,sports,sports,1
M001,Looking for magazine? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B003,Shop now for premium teach at great prices,education,education,education,1
B002,Discover machine learning and machine learning today,tech,tech,tech,1
B015,Exclusive sports deals - limited time offer,sports,sports,sports,1
M007,Premium tourism services available,travel,travel,"entertainment,travel",1
M007,Premium show services available,entertainment,entertainment,"entertainment,travel",1
M002,New arrival: Latest motor collection,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Just launched our new grooming range,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B011,Best magazine ever!,books,books,books,1
M001,New arrival: Latest bike collection,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Shop now for premium vegetables at great prices,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Just launched our new outdoor range,sports,sports,"beauty,fashion,sports",1
M006,Amazing streaming! Perfect for concert needs,entertainment,entertainment,"entertainment,travel",1
B002,Exclusive technology deals - limited time offer,tech,tech,tech,1
M003,Shop now for premium haircare at great prices,beauty,beauty,"beauty,fashion,sports",1
M002,Discover motor and engine today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,Just launched our new restaurant range,food,food,"food,grocery",1
B004,New arrival: Latest hospital collection,health,health,health,1
M001,Discover team sports and gym today,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B007,Amazing mobile! Perfect for gadget needs,electronics,electronics,electronics,1
B011,Premium literature services available,books,books,books,1
M001,Just launched our new code range,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Amazing transport! Perfect for road needs,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest software collection,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Best motor ever!,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M008,Discover medicine and fitness today,health,health,"beauty,fashion,health",1
B003,Order school online now,education,education,education,1
B013,New arrival: Latest vegetables collection,grocery,grocery,grocery,1
M006,Looking for art? We've got you covered,entertainment,entertainment,"entertainment,travel",1
M001,Looking for mobile? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,Discover medical and hospital today,health,health,health,1
B009,Exclusive buy deals - limited time offer,real_estate,real_estate,real_estate,1
M002,Shop now for premium spa at great prices,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M008,Discover accessories and apparel today,fashion,fashion,"beauty,fashion,health",1
M002,Discover fruits and organic today,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B005,Premium wealth services available,finance,finance,finance,1
B012,Exclusive travel deals - limited time offer,travel,travel,travel,1
M002,Just launched our new fashion range,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B057,New arrival: Latest teach collection,education,education,education,1
M002,Order device online now,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Best house ever!,real_estate,real_estate,real_estate,1
B002,Order digital online now,tech,tech,tech,1
M007,Looking for hotel? We've got you covered,travel,travel,"entertainment,travel",1
M006,Amazing ammo! Perfect for gun needs,weapons,weapons,"entertainment,travel",0
M008,Exclusive makeup deals - limited time offer,beauty,beauty,"beauty,fashion,health",1
B011,Shop now for premium journal at great prices,books,books,books,1
M007,Just launched our new destination range,travel,travel,"entertainment,travel",1
M004,Discover meal and grocery today,food,food,"food,grocery",1
M001,Best sports ever!,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Looking for auto? We've got you covered,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Shop now for premium mobile at great prices,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B002,Order coding online now,tech,tech,tech,1
B009,Best apartment ever!,real_estate,real_estate,real_estate,1
B007,Shop now for premium TV at great prices,electronics,electronics,electronics,1
B004,Best medical ever!,health,health,health,1
M008,Just launched our new haircare range,beauty,beauty,"beauty,fashion,health",1
M001,Discover computer and AI today,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Looking for skincare? We've got you covered,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Looking for rent? We've got you covered,real_estate,real_estate,real_estate,1
M001,Shop now for premium device at great prices,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Order athletic online now,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M007,Order film online now,entertainment,entertainment,"entertainment,travel",1
B003,Looking for skills? We've got you covered,education,education,education,1
M001,Just launched our new electronic range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Best resort ever!,travel,travel,"entertainment,travel",1
B057,Exclusive course deals - limited time offer,education,education,education,1
M008,Order pharmacy online now,health,health,"beauty,fashion,health",1
M007,Just launched our new art range,entertainment,entertainment,"entertainment,travel",1
M001,Premium fitness equipment services available,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Shop now for premium phone at great prices,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,New arrival: Latest organic collection,grocery,grocery,"food,grocery",1
M007,Amazing gaming! Perfect for show needs,entertainment,entertainment,"entertainment,travel",1
M005,Order household online now,grocery,grocery,"food,grocery",1
M002,Amazing magazine! Perfect for novel needs,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B015,New arrival: Latest gym collection,sports,sports,sports,1
B010,New arrival: Latest performance collection,entertainment,entertainment,entertainment,1
B004,New arrival: Latest medical collection,health,health,health,1
B012,Just launched our new ammunition range,weapons,weapons,travel,0
B009,Order land online now,real_estate,real_estate,real_estate,1
B002,Exclusive weapon deals - limited time offer,weapons,weapons,tech,0
M008,New arrival: Latest wellness collection,health,health,"beauty,fashion,health",1
B057,Premium school services available,education,education,education,1
B001,New arrival: Latest grocery collection,food,food,food,1
M003,Amazing exercise! Perfect for fitness equipment needs,sports,sports,"beauty,fashion,sports",1
M002,Best salon ever!,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Best reading ever!,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest makeup collection,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,New arrival: Latest exercise collection,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B057,Discover school and teach today,education,education,education,1
M002,Shop now for premium motor at great prices,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Premium supermarket services available,grocery,grocery,"food,grocery",1
M001,Best gym ever!,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B008,Order auto online now,automotive,automotive,automotive,1
M001,Premium ebook services available,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Amazing gadget! Perfect for mobile needs,electronics,electronics,education,0
M003,Shop now for premium outdoor at great prices,sports,sports,"beauty,fashion,sports",1
M008,Best fitness ever!,health,health,"beauty,fashion,health",1
B007,Exclusive laptop deals - limited time offer,electronics,electronics,electronics,1
B015,Exclusive team sports deals - limited time offer,sports,sports,sports,1
B001,Premium restaurant services available,food,food,food,1
